customer_id,name,birth_date,last_purchase_date,phone_num,num_of_product,total_amount,loyalty_program
fd5417a1-bcfb-4c66-acef-e134247821de,Lucas Williams,1986-12-10,2022-08-01,0641932399,2,3000000,no
389a680b-76c4-473a-a78f-0b449e09c404,Olivia Torres,1977-11-30,2023-06-30,0674196143,7,3000000,no
2e71acad-aed8-4614-bea7-284e305471fd,Maya Palmer,1990-06-19,2019-12-01,0652469116,1,3000000,no
b765c40c-0091-4c32-85aa-e5db8cfda6fd,Lucas Smith,1989-03-23,2018-12-06,0614264643,10,2000000,no
ce616e61-9d58-4aff-a77c-b0f21ed8f15d,Sophie Torres,1991-12-15,2018-04-05,0603706436,2,8000000,no
5ae5120d-f5c2-4f96-9670-fd9d61009778,Emily Johnson,1990-04-09,2018-06-30,0860161124,1,6000000,no
25b4e999-2a1d-45ba-912b-6bde5e5ac17b,Evan Palmer,1960-05-31,2019-01-29,0678770595,10,6000000,yes
698be136-3288-4464-8f9d-6f530c64e40e,Jordan Torres,1960-01-09,2020-10-08,0842107262,9,1000000,no
fc80f085-273b-41f9-8073-e2242b6bc1a2,Maya Palmer,1985-02-09,2019-08-08,0655631115,8,8000000,no
c076699c-1009-4688-9e57-12935a42b323,Evan Palmer,1987-11-05,2022-10-23,0628340395,7,7000000,no
f610225a-a2fb-4be7-b864-50f3955c2af2,Nathan Sinclair,1970-10-22,2019-08-23,0815254879,10,4000000,no
0abbe1b9-cba5-4668-aa95-268965ddb01e,Grace Williams,1985-02-20,2022-04-30,0619548144,8,5000000,no
2bdf43a2-39ac-4749-a1ee-8807083bc6ae,Maya Bennett,1972-01-23,2024-07-30,0812924324,5,9000000,yes
615dde7d-ae5c-49c4-9721-1ebc8d534a06,Liam Williams,1989-07-25,2018-05-29,0836674942,7,4000000,no
18d8f20a-e6c2-4d5d-b7a4-e00ccf8ec087,Evan Smith,1972-10-09,2018-10-28,0890960645,7,7000000,no
4c315a67-1861-44d5-8a89-16c9b56d629b,Nathan Torres,1987-04-09,2021-04-03,0650333952,10,7000000,yes
